,gps_height,longitude,latitude,basin,region_code,district_code,population,permit,construction_year,extraction_type_class,management_group,payment,quality_group,quantity_group,source_class,waterpoint_type_group
25438,467,37.05927889,-6.86204832,wami / ruvu,5,1,520.0,True,2004,handpump,user-group,pay when scheme fails,good,insufficient,groundwater,hand pump
8213,0,33.31076648,-7.94456456,lake rukwa,12,1,1.0,True,0,other,user-group,never pay,good,enough,groundwater,hand pump
5241,777,36.119651700000006,-10.88888303,ruvuma / southern coast,10,5,300.0,True,1986,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
7190,230,38.4774247,-10.12106542,ruvuma / southern coast,8,3,495.0,False,2012,gravity,user-group,never pay,good,seasonal,surface,communal standpipe
5909,0,31.64808206,-2.75462402,lake victoria,18,4,1.0,True,0,handpump,user-group,never pay,good,seasonal,groundwater,hand pump
7114,770,30.40119085,-6.73351586,lake tanganyika,15,1,200.0,True,2012,other,commercial,pay annually,good,enough,groundwater,communal standpipe
16096,756,37.69799376,-3.59608908,pangani,3,2,130.0,True,2011,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
2344,0,34.31442244,-8.67445042,rufiji,12,7,1.0,True,0,gravity,user-group,never pay,good,seasonal,surface,communal standpipe
11197,449,38.07014166,-4.59717257,pangani,3,3,230.0,True,1975,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
4952,0,33.95990474,-3.13549251,lake victoria,17,2,1.0,False,0,handpump,user-group,other,good,dry,groundwater,hand pump
16571,1467,37.65981765,-3.71204307,pangani,3,2,30.0,False,1974,gravity,user-group,never pay,good,enough,groundwater,other
12274,386,38.47818368,-5.49442515,pangani,4,6,200.0,True,1974,submersible,user-group,pay per bucket,good,insufficient,surface,communal standpipe
6711,0,32.96779236,-2.39895594,lake victoria,19,8,1.0,True,0,other,user-group,never pay,good,insufficient,groundwater,other
9338,824,31.77902765,-7.80466692,lake rukwa,15,2,150.0,True,1972,gravity,user-group,never pay,good,enough,surface,communal standpipe
16881,-8,39.62999148,-9.97338752,ruvuma / southern coast,80,62,400.0,True,1984,other,user-group,unknown,salty,insufficient,groundwater,other
281,1151,32.87469644,-1.92916438,lake victoria,19,1,300.0,True,2002,other,user-group,never pay,good,insufficient,groundwater,other
3369,1578,34.74941051,-4.973879900000001,internal,13,2,1.0,True,1990,other,user-group,unknown,unknown,dry,groundwater,other
16690,0,32.88650054,-8.99028679,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump
18808,0,33.87839098,-8.828475599999999,rufiji,12,7,1.0,True,0,gravity,user-group,pay monthly,good,insufficient,surface,communal standpipe
19417,944,35.14206076,-10.75199522,ruvuma / southern coast,10,3,60.0,True,1977,gravity,user-group,unknown,good,dry,groundwater,communal standpipe
14710,0,39.20839334,-7.68470295,rufiji,60,53,1.0,True,1972,motorpump,user-group,never pay,good,enough,surface,communal standpipe
18072,251,38.5075859,-10.16588599,ruvuma / southern coast,8,3,345.0,False,1979,other,user-group,never pay,salty,seasonal,groundwater,other
24996,1202,30.35815871,-5.63509044,lake tanganyika,15,1,156.0,True,1985,other,commercial,never pay,good,enough,groundwater,hand pump
4284,0,33.5314039,-3.59137174,internal,17,7,1.0,False,0,handpump,user-group,pay per bucket,salty,insufficient,groundwater,hand pump
957,371,38.92059655,-8.47441704,rufiji,80,13,256.0,True,1985,other,user-group,never pay,salty,enough,groundwater,other
12063,0,32.93783105,-2.58014119,lake victoria,19,3,1.0,True,0,other,user-group,never pay,good,insufficient,groundwater,other
16665,1174,33.52665201,-2.15822555,lake victoria,20,4,400.0,True,1978,gravity,parastatal,unknown,good,enough,surface,communal standpipe
18275,0,33.84943097,-9.36277878,lake nyasa,12,4,1.0,True,0,gravity,user-group,unknown,good,enough,groundwater,communal standpipe
2082,0,34.8031643,-2e-08,lake victoria,19,6,1.0,True,0,submersible,user-group,never pay,good,insufficient,groundwater,communal standpipe
14089,477,34.64506377,-11.09573818,lake nyasa,10,3,96.0,True,1992,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
17983,1030,36.77064119,-3.48152111,pangani,2,2,300.0,True,1978,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
23477,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe
2179,0,34.8031643,-2e-08,lake victoria,19,6,1.0,True,0,gravity,user-group,unknown,unknown,dry,surface,communal standpipe
16374,1746,36.47977782,-2.48753622,internal,2,6,230.0,True,2006,gravity,user-group,pay when scheme fails,good,dry,surface,cattle trough
6530,0,33.60654445,-3.21943559,lake victoria,17,2,1.0,False,0,gravity,user-group,other,good,enough,groundwater,communal standpipe
20001,1273,34.34360992,-1.99123954,lake victoria,20,2,500.0,True,2011,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
20447,677,36.85978093,-11.32321633,ruvuma / southern coast,10,1,1.0,False,1996,handpump,user-group,pay annually,good,enough,groundwater,hand pump
11786,320,35.8104315,-8.77714032,rufiji,5,3,250.0,True,1997,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
4911,1895,35.93069761,-8.28101817,rufiji,11,7,25.0,True,2009,gravity,user-group,pay annually,good,enough,groundwater,communal standpipe
28,1366,34.55789311,-8.88959406,rufiji,11,4,54.0,True,1978,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
9326,0,32.4162397,-3.52184669,lake tanganyika,17,3,1.0,True,0,submersible,unknown,unknown,unknown,unknown,groundwater,other
18379,0,30.66743853,-2.53493253,lake victoria,18,30,1.0,False,0,gravity,user-group,never pay,good,seasonal,groundwater,communal standpipe
10756,0,32.9348234,-2.6183788,lake victoria,19,3,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,communal standpipe
6705,316,39.50253304,-10.84894551,ruvuma / southern coast,9,4,1.0,True,1982,submersible,user-group,never pay,good,insufficient,groundwater,communal standpipe
8159,1309,30.50275607,-3.5964907,lake tanganyika,16,1,500.0,False,1990,other,user-group,unknown,good,enough,groundwater,other
3620,717,39.16282146,-10.60659253,ruvuma / southern coast,90,33,340.0,False,2006,submersible,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe
5860,0,34.38088258,-8.70496392,rufiji,12,7,1.0,True,0,gravity,user-group,never pay,colored,seasonal,surface,communal standpipe
26110,1709,34.9891039,-8.66966102,rufiji,11,2,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
6302,0,39.10446193,-4.68137687,pangani,4,8,1.0,True,1971,other,user-group,never pay,colored,insufficient,surface,communal standpipe
15326,0,36.57642013,-6.48929513,wami / ruvu,1,1,1.0,True,0,submersible,user-group,pay per bucket,salty,enough,groundwater,communal standpipe
11516,1300,36.83429757,-3.34397805,pangani,2,7,86.0,False,2000,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
3729,939,37.15116777,-3.33754169,pangani,3,5,75.0,True,1999,gravity,user-group,pay per bucket,good,enough,groundwater,communal standpipe
11845,818,36.71256243,-8.63677456,rufiji,5,4,209.0,True,1985,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
17208,0,32.682496,-3.83810615,lake victoria,17,3,1.0,True,0,gravity,user-group,unknown,good,enough,surface,other
469,0,32.52331056,-3.97850936,lake tanganyika,17,3,1.0,True,0,other,user-group,unknown,milky,enough,groundwater,other
13780,-5,38.92946209,-6.51041838,wami / ruvu,6,1,65.0,True,1994,submersible,user-group,pay monthly,good,enough,surface,communal standpipe
4674,0,34.82363648,-8.21703842,rufiji,12,7,1.0,True,0,gravity,user-group,never pay,good,seasonal,surface,communal standpipe
19214,0,33.53231362,-3.60991912,internal,17,7,1.0,False,0,handpump,user-group,unknown,salty,enough,groundwater,hand pump
14425,1070,37.57644107,-7.05540513,wami / ruvu,5,6,1.0,True,1974,gravity,user-group,never pay,good,enough,surface,communal standpipe
5877,1481,37.53408717,-3.27786851,pangani,3,4,1.0,True,1972,gravity,user-group,never pay,good,insufficient,groundwater,other
10122,1146,37.64304632,-3.25024723,pangani,3,1,1.0,True,1980,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
15354,230,38.6141313,-5.28185373,pangani,4,2,300.0,False,1985,other,user-group,never pay,salty,insufficient,groundwater,other
23521,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe
699,1923,35.35761996,-4.07707927,internal,21,3,1.0,True,2012,gravity,user-group,never pay,good,enough,surface,communal standpipe
2735,923,35.15931964,-10.79726803,ruvuma / southern coast,10,3,60.0,True,2002,gravity,user-group,unknown,good,dry,groundwater,communal standpipe
13126,0,33.55216017,-2.53470596,lake victoria,19,2,1.0,True,0,handpump,user-group,never pay,salty,dry,groundwater,hand pump
24179,58,39.10124424,-6.9813255000000005,wami / ruvu,7,2,400.0,True,2000,other,user-group,never pay,good,insufficient,groundwater,other
1712,0,30.58986107,-2.46614634,lake victoria,18,30,1.0,False,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
14210,1652,34.90031362,-8.46986547,rufiji,11,2,1.0,True,2000,handpump,user-group,never pay,good,enough,groundwater,hand pump
13187,1347,29.8951294,-4.39068177,lake tanganyika,16,2,570.0,False,2004,other,commercial,never pay,good,enough,surface,communal standpipe
2427,0,32.669172700000004,-4.56833673,lake tanganyika,14,1,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
13224,1339,37.28532194,-3.23171717,pangani,3,4,60.0,True,1976,gravity,user-group,never pay,good,insufficient,groundwater,other
4332,0,33.07375106,-3.21180318,lake victoria,19,4,1.0,True,0,handpump,user-group,never pay,good,dry,groundwater,hand pump
1654,342,37.67490909,-6.17459695,wami / ruvu,5,6,20.0,True,2005,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
21767,1888,37.55923204,-3.05489644,internal,3,1,1.0,True,2009,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
5447,331,37.59627879999999,-6.14762797,wami / ruvu,5,6,56.0,True,1988,gravity,user-group,never pay,good,enough,surface,communal standpipe
25507,858,35.80683143,-10.71408892,ruvuma / southern coast,10,2,1.0,True,1982,gravity,user-group,never pay,good,dry,surface,communal standpipe
615,0,30.53731541,-2.85043383,lake victoria,18,30,1.0,False,0,handpump,user-group,never pay,good,dry,groundwater,hand pump
17838,393,37.21549653,-6.96405499,wami / ruvu,5,6,250.0,True,1969,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
15619,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,other,user-group,unknown,good,enough,groundwater,other
10014,0,31.8078987,-1.27175089,lake victoria,18,2,1.0,True,0,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
24145,0,34.06048376,-8.83020763,rufiji,12,7,1.0,True,0,gravity,user-group,pay monthly,good,insufficient,surface,communal standpipe
2440,1758,34.817886,-8.96936516,rufiji,11,4,35.0,False,1976,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
14828,1404,34.938979499999995,-10.95810388,lake nyasa,10,3,1.0,False,1994,gravity,user-group,unknown,good,dry,groundwater,communal standpipe
24282,325,38.65882305,-10.17212765,ruvuma / southern coast,8,3,500.0,False,1983,other,user-group,never pay,good,insufficient,groundwater,other
4618,0,35.84188738,-5.47659774,internal,1,4,1.0,True,0,motorpump,user-group,unknown,good,dry,groundwater,other
3855,373,38.87848139,-10.19683273,ruvuma / southern coast,8,3,69.0,False,0,other,user-group,never pay,salty,insufficient,groundwater,communal standpipe
20592,0,33.17664828,-2.6573748,lake victoria,19,7,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
530,1201,36.9176034,-5.71401369,wami / ruvu,21,5,1.0,True,2011,other,user-group,never pay,good,enough,groundwater,other
12839,342,37.61435903,-6.13683441,wami / ruvu,5,6,160.0,True,2010,submersible,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe
26948,117,38.86645458,-6.822525200000001,wami / ruvu,6,2,150.0,True,1996,handpump,parastatal,never pay,good,insufficient,surface,hand pump
3340,553,39.33724586,-10.72547798,ruvuma / southern coast,90,33,400.0,False,1988,submersible,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe
8890,0,33.9477139,-3.33042836,internal,17,2,1.0,False,0,other,user-group,other,good,enough,groundwater,other
23584,46,38.78440456,-6.71123035,wami / ruvu,6,2,1.0,True,2004,motorpump,commercial,pay per bucket,good,enough,surface,communal standpipe
16336,1268,30.38650622,-5.60171153,lake tanganyika,15,1,123.0,True,1982,other,commercial,never pay,good,enough,groundwater,hand pump
11207,18,39.18812732,-6.89175367,wami / ruvu,7,2,100.0,False,2000,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
7144,0,33.56431034,-9.25820392,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
13585,0,31.84898544,-4.98367036,lake tanganyika,14,4,1.0,True,0,submersible,user-group,never pay,good,dry,groundwater,communal standpipe
925,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
19422,0,31.74698194,-1.06111086,lake victoria,18,7,1.0,True,0,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
21022,1320,30.60587154,-3.56530114,lake tanganyika,16,1,500.0,False,2007,gravity,user-group,unknown,good,insufficient,surface,communal standpipe
3379,948,37.030306,-3.36014206,pangani,2,7,230.0,True,1963,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
17512,1352,34.56431338,-8.83387897,rufiji,11,4,52.0,True,1978,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
26760,0,31.83962564,-3.25072057,lake tanganyika,17,5,1.0,True,0,handpump,user-group,unknown,good,enough,groundwater,hand pump
20492,1111,37.61415648,-3.33206344,pangani,3,1,1.0,True,2003,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe
20275,1257,36.29432119,-5.48881237,wami / ruvu,21,5,1.0,False,1999,other,commercial,pay per bucket,good,insufficient,groundwater,other
9980,0,35.91383556,-6.09096548,wami / ruvu,1,5,1.0,False,0,other,user-group,never pay,salty,dry,groundwater,other
17041,1237,35.02987719,-5.05301709,internal,13,2,1.0,True,1970,motorpump,user-group,unknown,good,dry,groundwater,communal standpipe
11449,346,37.79370568,-7.25022837,wami / ruvu,5,2,150.0,True,1997,handpump,user-group,pay when scheme fails,unknown,unknown,groundwater,hand pump
5919,0,33.63775296,-9.38051938,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
218,284,36.69906756,-8.08846585,rufiji,5,3,500.0,True,2000,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
6816,0,32.84963573,-8.95436641,lake rukwa,12,6,1.0,False,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
23172,0,32.41651447,-3.45074237,lake tanganyika,17,3,1.0,True,0,handpump,user-group,unknown,milky,dry,groundwater,hand pump
24588,0,34.39966719,-3.16906884,internal,17,6,1.0,True,0,handpump,user-group,never pay,good,dry,groundwater,hand pump
17877,0,33.811988,-3.83199183,internal,17,8,1.0,False,0,gravity,parastatal,unknown,good,seasonal,surface,other
12712,130,34.8031643,-10.87863575,ruvuma / southern coast,9,4,1.0,True,1982,submersible,user-group,never pay,good,dry,groundwater,communal standpipe
10399,1433,34.08508744,-1.77328149,lake victoria,20,3,320.0,True,1977,gravity,user-group,unknown,salty,insufficient,groundwater,communal standpipe
11854,1536,34.64837884,-8.99058869,rufiji,11,4,45.0,True,1978,gravity,user-group,pay monthly,good,dry,surface,communal standpipe
3896,1300,30.91795456,-3.24947913,lake tanganyika,16,1,350.0,False,2007,handpump,user-group,unknown,good,insufficient,groundwater,hand pump
7608,1582,35.00468075,-8.94629443,rufiji,11,4,80.0,False,1979,gravity,user-group,never pay,good,enough,surface,communal standpipe
24611,-15,39.35054888,-6.83920473,wami / ruvu,7,3,1.0,False,2000,submersible,other,never pay,good,dry,groundwater,other
24417,0,32.55055272,-2.70647797,lake victoria,19,5,1.0,True,0,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
7707,123,39.06005053,-7.63678934,rufiji,60,53,1.0,True,2008,gravity,user-group,never pay,good,seasonal,surface,communal standpipe
15111,286,38.84272333,-10.16879119,ruvuma / southern coast,80,53,460.0,True,2007,handpump,user-group,pay per bucket,salty,enough,groundwater,hand pump
26950,319,38.01878389,-9.56876854,ruvuma / southern coast,80,43,250.0,True,2006,handpump,user-group,unknown,good,dry,groundwater,hand pump
714,0,32.07237848,-3.6110253,lake tanganyika,17,5,1.0,True,0,handpump,user-group,unknown,good,dry,groundwater,hand pump
4572,0,32.39929834,-4.10411133,lake tanganyika,17,3,1.0,True,0,other,user-group,unknown,good,enough,groundwater,other
