,status_group
26766,non functional
23303,non functional
26483,non functional
17972,non functional
23874,non functional
4750,non functional
14411,functional needs repair
16095,non functional
9556,non functional
24211,functional needs repair
24811,non functional
3869,functional needs repair
2846,non functional
17300,non functional
14646,non functional
3077,non functional
4664,non functional
20156,non functional
4624,non functional
4849,non functional
1886,non functional
1282,non functional
14666,non functional
13198,functional needs repair
12004,non functional
3120,non functional
12616,functional needs repair
4360,non functional
1597,non functional
336,non functional
2376,non functional
17749,functional needs repair
2220,non functional
9550,functional needs repair
711,functional needs repair
8099,non functional
5003,non functional
21256,non functional
16006,non functional
23512,non functional
22432,non functional
210,non functional
2562,non functional
26472,non functional
24500,non functional
5110,non functional
17975,non functional
15955,non functional
21046,non functional
20758,non functional
19731,non functional
2918,non functional
14764,non functional
5556,non functional
909,non functional
2602,non functional
15683,non functional
24593,functional needs repair
6880,functional needs repair
13975,non functional
10669,non functional
12854,functional needs repair
11831,non functional
24688,non functional
4996,non functional
3580,functional needs repair
23605,non functional
25743,non functional
1499,non functional
2011,non functional
1769,functional needs repair
1741,non functional
12445,functional needs repair
3251,non functional
15002,non functional
14755,non functional
11546,non functional
24667,non functional
19589,non functional
24212,non functional
6745,functional needs repair
26905,non functional
4136,non functional
18176,functional needs repair
25040,functional needs repair
4877,non functional
13029,non functional
19792,non functional
17144,non functional
10038,non functional
23353,functional needs repair
25270,non functional
13401,non functional
26137,non functional
25481,non functional
9695,non functional
13207,non functional
13978,non functional
26612,non functional
18809,non functional
19674,non functional
6540,non functional
19228,non functional
26184,non functional
5968,non functional
20622,non functional
7545,non functional
19415,non functional
23086,non functional
13102,functional needs repair
8149,non functional
21342,functional needs repair
18703,non functional
7594,non functional
755,functional needs repair
2480,non functional
14878,functional needs repair
12587,non functional
7771,non functional
22269,functional needs repair
6312,non functional
26432,functional needs repair
8330,non functional
12598,non functional
8131,non functional
294,non functional
16132,non functional
316,non functional
20041,non functional
24247,non functional
20532,functional needs repair
6684,non functional
5604,non functional
482,non functional
9599,non functional
11039,non functional
6073,non functional
21327,non functional
26064,functional needs repair
1958,non functional
11563,non functional
8032,non functional
24248,functional needs repair
9623,non functional
11865,non functional
7936,non functional
25682,functional needs repair
27064,non functional
20861,non functional
20115,non functional
15636,non functional
17699,non functional
817,non functional
14977,non functional
15172,non functional
4398,functional needs repair
21074,non functional
12308,non functional
25109,non functional
13631,functional needs repair
